x,r
-1.4848484848484849,-1.4326184597286775
-0.7575757575757573,-0.3264482896106016
1.9090909090909092,1.2135699751530444
-0.21212121212121193,-0.5863726483497682
-0.6363636363636362,-0.68496561272089
0.9393939393939394,0.6866662239647608
0.5151515151515151,0.3023700778114744
-2.2727272727272725,-0.5352854951141113
2.333333333333334,0.4018600952851614
1.2424242424242422,1.1652957731016296
2.2727272727272725,0.7096193619145039
-0.8181818181818183,-0.36081701549175765
-1.7272727272727273,-0.7916969485595681
2.0303030303030303,0.43539828065386776
-2.4545454545454546,-0.5110775239871963
2.8181818181818183,0.32095241652893697
1.0606060606060606,1.011486284882594
0.8787878787878789,0.8231938511477106
-0.15151515151515138,0.08231100838365027
-0.33333333333333304,-0.480090351321648
